id,type,title,subtitle,era,region,date,rarity,campaign,chapter,acquisition,source
ORG_AREP_002,FACTION,Куриатные комиции,древнейшая форма народного собрания,Римское государство,Рим,царский и республиканский периоды,UNCOMMON,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9A%D1%83%D1%80%D0%B8%D0%B0%D1%82%D0%BD%D1%8B%D0%B5%20%D0%BA%D0%BE%D0%BC%D0%B8%D1%86%D0%B8%D0%B8
ORG_AREP_003,FACTION,Центуриатные комиции,собрание граждан по имущественным и военным разрядам,Римская республика,Марсово поле,республиканский период,UNCOMMON,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A6%D0%B5%D0%BD%D1%82%D1%83%D1%80%D0%B8%D0%B0%D1%82%D0%BD%D1%8B%D0%B5%20%D0%BA%D0%BE%D0%BC%D0%B8%D1%86%D0%B8%D0%B8
ORG_AREP_004,OFFICE,Квесторы,младшие магистраты финансов и расследований,Римская республика,Рим,ранняя Республика и позднее,UNCOMMON,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9A%D0%B2%D0%B5%D1%81%D1%82%D0%BE%D1%80%D1%8B
ART_AREP_001,ARTIFACT,Курульное кресло,знак высшей магистратской власти,Римская республика,Рим,республиканский период,UNCOMMON,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9A%D1%83%D1%80%D1%83%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5%20%D0%BA%D1%80%D0%B5%D1%81%D0%BB%D0%BE
TERM_AREP_001,TERM,Помeрий,священная граница города,Римское государство,Рим,архаический и республиканский периоды,UNCOMMON,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9F%D0%BE%D0%BCe%D1%80%D0%B8%D0%B9
LOC_AREP_004,CITY,Авентинский холм,"район, связанный с плебейской памятью",Римская республика,Рим,античность,UNCOMMON,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%90%D0%B2%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%20%D1%85%D0%BE%D0%BB%D0%BC
LOC_AREP_005,CITY,Священная гора,традиционное место первой сецессии,Ранняя Республика,окрестности Рима,традиционно 494 год до н. э.,UNCOMMON,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A1%D0%B2%D1%8F%D1%89%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F%20%D0%B3%D0%BE%D1%80%D0%B0
ORG_AREP_005,FACTION,Плебейский совет,собрание плебеев без патрициев,Римская республика,Рим,республиканский период,UNCOMMON,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9F%D0%BB%D0%B5%D0%B1%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9%20%D1%81%D0%BE%D0%B2%D0%B5%D1%82
ORG_AREP_006,OFFICE,Плебейские эдилы,помощники трибунов и хранители плебейского архива,Римская республика,Рим,с начала V века до н. э.,UNCOMMON,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9F%D0%BB%D0%B5%D0%B1%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B5%20%D1%8D%D0%B4%D0%B8%D0%BB%D1%8B
LAW_AREP_001,LAW,Священный закон плебеев,клятвенная защита народных трибунов,Ранняя Республика,Рим,традиционно 494 год до н. э.,UNCOMMON,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A1%D0%B2%D1%8F%D1%89%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%20%D0%BF%D0%BB%D0%B5%D0%B1%D0%B5%D0%B5%D0%B2
TERM_AREP_002,TERM,Нексум,архаическая долговая зависимость,Ранняя Республика,Рим и Лаций,архаический период,UNCOMMON,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9D%D0%B5%D0%BA%D1%81%D1%83%D0%BC
PER_AREP_006,PERSON,Луций Квинкций Цинциннат,диктатор и идеал ограниченной власти,Ранняя Республика,Рим и Лаций,V век до н. э.,EPIC,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%9B%D1%83%D1%86%D0%B8%D0%B9%20%D0%9A%D0%B2%D0%B8%D0%BD%D0%BA%D1%86%D0%B8%D0%B9%20%D0%A6%D0%B8%D0%BD%D1%86%D0%B8%D0%BD%D0%BD%D0%B0%D1%82
PER_AREP_007,PERSON,Тит Ларций,первый диктатор по одной из традиций,Ранняя Республика,Рим,конец VI — начало V века до н. э.,UNCOMMON,,,,https://ru.wikipedia.org/wiki/Special:Search?search=%D0%A2%D0%B8%D1%82%20%D0%9B%D0%B0%D1%80%D1%86%D0%B8%D0%B9
PEO_ITA_001,PEOPLE,Фалиски,соседи Рима к северу от Тибра,Ранняя Республика,Южная Этрурия,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%BB%D0%B8%D1%81%D0%BA%D0%B8
PEO_ITA_002,PEOPLE,Эквы,горный народ восточного Лация,Ранняя Республика,Апеннины,V–IV века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D0%B2%D1%8B
PEO_ITA_003,PEOPLE,Вольски,соперники Рима на юге Лация,Ранняя Республика,Лаций,V–IV века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B8
PEO_ITA_004,PEOPLE,Герники,италийская община между Лацием и Самнием,Ранняя Республика,Центральная Италия,V–IV века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D1%80%D0%BD%D0%B8%D0%BA%D0%B8
PEO_ITA_005,PEOPLE,Аврунки,малый народ южного Лация и Кампании,Ранняя Республика,Южный Лаций,IV век до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D1%80%D1%83%D0%BD%D0%BA%D0%B8
PEO_ITA_006,PEOPLE,Сидицины,община вокруг Теана,Ранняя Республика,Кампания,IV век до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%B4%D0%B8%D1%86%D0%B8%D0%BD%D1%8B
PEO_ITA_007,PEOPLE,Кампанцы,население богатой Кампании,Ранняя Республика,Кампания,IV–III века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%BF%D0%B0%D0%BD%D1%86%D1%8B
PEO_ITA_008,PEOPLE,Луканы,италийский народ Южной Италии,Ранняя Республика,Лукания,IV–III века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%BA%D0%B0%D0%BD%D1%8B
PEO_ITA_009,PEOPLE,Бруттии,народ крайнего юга Италии,Ранняя Республика,Бруттий,IV–III века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D1%83%D1%82%D1%82%D0%B8%D0%B8
PEO_ITA_010,PEOPLE,Мессапы,народ Апулии и Саленто,Ранняя Республика,Апулия,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%81%D1%81%D0%B0%D0%BF%D1%8B
CITY_ITA_003,CITY,Фалерии,главный город фалисков,Ранняя Республика,Южная Этрурия,до III века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B8
CITY_ITA_004,CITY,Капуя,богатый центр Кампании,Ранняя Республика,Кампания,IV–III века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BF%D1%83%D1%8F
CITY_ITA_005,CITY,Фрегеллы,латинская колония на стратегическом рубеже,Ранняя Республика,Лаций и долина Лири,основана в IV веке до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A4%D1%80%D0%B5%D0%B3%D0%B5%D0%BB%D0%BB%D1%8B
CITY_ITA_006,CITY,Венузия,крупная латинская колония на юге,Ранняя Республика,Апулия,основана в 291 году до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BD%D0%BE%D0%B7%D0%B0
CITY_ITA_007,CITY,Гераклея,греческий город у места первой битвы с Пирром,Ранняя Республика,Лукания,III век до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D1%80%D0%B0%D0%BA%D0%BB%D0%B5%D1%8F_%D0%9B%D1%83%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F
CITY_ITA_008,CITY,Беневент,самнитский город и римская колония,Ранняя Республика,Самний,III век до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BD%D0%B5%D0%B2%D0%B5%D0%BD%D1%82%D0%BE
REG_ITA_001,REGION,Самний,горная страна самнитов,Ранняя Республика,Апеннины,IV–III века до н. э.,UNCOMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%BD%D0%B8%D0%B9
REG_ITA_002,REGION,Кампания,плодородный регион вокруг Капуи и Неаполя,Ранняя Республика,Южная Италия,IV–III века до н. э.,UNCOMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F
REG_ITA_003,REGION,Великая Греция,греческие города Южной Италии,Ранняя Республика,Южная Италия,VIII–III века до н. э.,UNCOMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B0%D1%8F_%D0%93%D1%80%D0%B5%D1%86%D0%B8%D1%8F
TERM_ITA_001,TERM,Муниципий,община с включением в римскую систему,Ранняя Республика,Италия,IV–III века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%BD%D0%B8%D1%86%D0%B8%D0%BF%D0%B8%D0%B9
TERM_ITA_002,TERM,Гражданство без права голоса,промежуточный римский статус,Ранняя Республика,Италия,IV–III века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/Civitas_sine_suffragio
TERM_ITA_003,TERM,Латинское право,набор прав между гражданством и союзным статусом,Ранняя Республика,Лаций и колонии,IV–III века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D1%82%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B5_%D0%BF%D1%80%D0%B0%D0%B2%D0%BE
TERM_ITA_004,TERM,Римская колония,поселение граждан на стратегической территории,Ранняя Республика,Италия,IV–III века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BE%D0%BD%D0%B8%D0%B8_%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%B3%D0%BE_%D0%A0%D0%B8%D0%BC%D0%B0
TERM_ITA_005,TERM,Devotio,ритуальное самопожертвование полководца,Ранняя Республика,Рим,Республика,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%B2%D0%BE%D1%82%D0%B8%D0%BE%D0%BD
TERM_ITA_006,TERM,Пиррова победа,успех ценой стратегического истощения,Ранняя Республика,Южная Италия,с 279 года до н. э.,UNCOMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%80%D1%80%D0%BE%D0%B2%D0%B0_%D0%BF%D0%BE%D0%B1%D0%B5%D0%B4%D0%B0
ORG_ITA_001,ORGANIZATION,Самнитская лига,союз племенных общин Самния,Ранняя Республика,Самний,IV–III века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%BD%D0%B8%D1%82%D1%8B
ART_ITA_001,ARTIFACT,Самнитский пояс,предмет воинского статуса,Ранняя Республика,Самний,IV–III века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%BD%D0%B8%D1%82%D1%8B
PER_ITA_005,PERSON,Аппий Клавдий Цек,"цензор, дорога и водопровод",Ранняя Республика,Рим,IV–III века до н. э.,RARE,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%90%D0%BF%D0%BF%D0%B8%D0%B9_%D0%9A%D0%BB%D0%B0%D0%B2%D0%B4%D0%B8%D0%B9_%D0%A6%D0%B5%D0%BA
LOC_LOW_001,CITY,Целий,один из холмов древнего Рима,Ранний Рим,Рим,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BB%D0%B8%D0%B9
LOC_LOW_002,CITY,Эсквилин,крупный восточный холм Рима,Ранний Рим,Рим,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%AD%D1%81%D0%BA%D0%B2%D0%B8%D0%BB%D0%B8%D0%BD
LOC_LOW_003,CITY,Виминал,небольшой северо-восточный холм,Ранний Рим,Рим,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BC%D0%B8%D0%BD%D0%B0%D0%BB
LOC_LOW_004,CITY,Капитолийский холм,религиозный и политический центр,Ранний Рим,Рим,I тысячелетие до н. э.,UNCOMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BF%D0%B8%D1%82%D0%BE%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%85%D0%BE%D0%BB%D0%BC
REG_LOW_001,REGION,Семь холмов Рима,традиционный образ раннего города,Ранний Рим,Рим,традиционная схема,UNCOMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BC%D1%8C_%D1%85%D0%BE%D0%BB%D0%BC%D0%BE%D0%B2_%D0%A0%D0%B8%D0%BC%D0%B0
LOC_LOW_005,CITY,Луперкал,пещера мифа о Ромуле и Реме,Ранний Рим,Палатин,легендарная традиция,COMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%BF%D0%B5%D1%80%D0%BA%D0%B0%D0%BB
ART_LOW_001,ARTIFACT,Хижина Ромула,памятное жилище на Палатине,Ранний Рим,Палатин,сохранялась как реликвия,COMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%A5%D0%B8%D0%B6%D0%B8%D0%BD%D0%B0_%D0%A0%D0%BE%D0%BC%D1%83%D0%BB%D0%B0
ART_LOW_002,ARTIFACT,Урна-хижина,погребальный сосуд в форме дома,Ранний Рим,Лаций,IX–VIII века до н. э.,COMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D0%BD%D0%B0-%D1%85%D0%B8%D0%B6%D0%B8%D0%BD%D0%B0
ORG_LOW_001,FACTION,Курии,древние подразделения римской общины,Римское царство,Рим,царский и раннереспубликанский периоды,UNCOMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%B8%D0%B8
TERM_LOW_001,TERM,Род — gens,объединение семей с общим именем,Ранний Рим,Рим,архаический период,UNCOMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B4_%E2%80%94_gens
TERM_LOW_002,TERM,Patres,старейшины и образ отцов общины,Римское царство,Рим,традиция раннего Рима,COMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/Patres
ORG_LOW_002,ORGANIZATION,Целеры,легендарная царская конница,Римское царство,Рим,царская традиция,COMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BB%D0%B5%D1%80%D1%8B
TERM_LOW_003,TERM,Paterfamilias,юридический глава римского дома,Римское общество,Рим,архаика — поздняя Античность,UNCOMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/Paterfamilias
TERM_LOW_004,TERM,Familia,домашняя группа в римском праве,Римское общество,Рим,вся римская история,COMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/Familia
REL_LOW_001,RELIGION,Лары,домашние и местные духи-покровители,Римская религия,Рим и Италия,вся римская история,UNCOMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D1%80%D1%8B
REL_LOW_002,RELIGION,Пенаты,божества домашнего запаса и благополучия,Римская религия,Рим и Италия,вся римская история,UNCOMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D0%BD%D0%B0%D1%82%D1%8B
REL_LOW_003,RELIGION,Культ Весты,огонь дома и государства,Римская религия,Рим,царский период — поздняя Античность,COMMON,ROME,ROME_CHAPTER_01,PACK,https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D1%8C%D1%82_%D0%92%D0%B5%D1%81%D1%82%D1%8B
